schema_version,generated_at,code_commit_sha,dataset_file_sha256,config_hash,validator_version,status,dataset,context_length,horizon,stride,train_windows,validation_windows,test_windows,feasible,warning
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,0a4e9e8cde4cfaa4031ac83f9587e0198429f5181a630b3cf3f092a3b7458ed4,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh2,256,336,1,9861,3149,3149,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,0a4e9e8cde4cfaa4031ac83f9587e0198429f5181a630b3cf3f092a3b7458ed4,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh2,256,720,1,9477,2765,2765,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,0a4e9e8cde4cfaa4031ac83f9587e0198429f5181a630b3cf3f092a3b7458ed4,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh2,512,96,1,9845,3389,3389,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,0a4e9e8cde4cfaa4031ac83f9587e0198429f5181a630b3cf3f092a3b7458ed4,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh2,512,192,1,9749,3293,3293,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,0a4e9e8cde4cfaa4031ac83f9587e0198429f5181a630b3cf3f092a3b7458ed4,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh2,512,336,1,9605,3149,3149,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,0a4e9e8cde4cfaa4031ac83f9587e0198429f5181a630b3cf3f092a3b7458ed4,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh2,512,720,1,9221,2765,2765,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,114c044d49487a1dcc2c275f64bde9ab449355eae6031569002f96a2af22461e,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTm1,256,96,1,41457,13841,13841,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,114c044d49487a1dcc2c275f64bde9ab449355eae6031569002f96a2af22461e,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTm1,256,192,1,41361,13745,13745,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,114c044d49487a1dcc2c275f64bde9ab449355eae6031569002f96a2af22461e,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTm1,256,336,1,41217,13601,13601,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,114c044d49487a1dcc2c275f64bde9ab449355eae6031569002f96a2af22461e,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTm1,256,720,1,40833,13217,13217,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,114c044d49487a1dcc2c275f64bde9ab449355eae6031569002f96a2af22461e,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTm1,512,96,1,41201,13841,13841,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,114c044d49487a1dcc2c275f64bde9ab449355eae6031569002f96a2af22461e,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTm1,512,192,1,41105,13745,13745,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,114c044d49487a1dcc2c275f64bde9ab449355eae6031569002f96a2af22461e,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTm1,512,336,1,40961,13601,13601,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,114c044d49487a1dcc2c275f64bde9ab449355eae6031569002f96a2af22461e,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTm1,512,720,1,40577,13217,13217,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,f858f7af59fc1d19b5c4730f387c811ef184411bfe32ad9a465e66f78a832836,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTm2,256,96,1,41457,13841,13841,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,f858f7af59fc1d19b5c4730f387c811ef184411bfe32ad9a465e66f78a832836,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTm2,256,192,1,41361,13745,13745,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,f858f7af59fc1d19b5c4730f387c811ef184411bfe32ad9a465e66f78a832836,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTm2,256,336,1,41217,13601,13601,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,f858f7af59fc1d19b5c4730f387c811ef184411bfe32ad9a465e66f78a832836,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTm2,256,720,1,40833,13217,13217,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,f858f7af59fc1d19b5c4730f387c811ef184411bfe32ad9a465e66f78a832836,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTm2,512,96,1,41201,13841,13841,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,f858f7af59fc1d19b5c4730f387c811ef184411bfe32ad9a465e66f78a832836,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTm2,512,192,1,41105,13745,13745,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,f858f7af59fc1d19b5c4730f387c811ef184411bfe32ad9a465e66f78a832836,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTm2,512,336,1,40961,13601,13601,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,f858f7af59fc1d19b5c4730f387c811ef184411bfe32ad9a465e66f78a832836,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTm2,512,720,1,40577,13217,13217,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,c6bca509e59ec251e77845d15018f1e4371d415713ddf20ab730abe29547c14f,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Electricity,256,96,1,15431,5166,5166,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,c6bca509e59ec251e77845d15018f1e4371d415713ddf20ab730abe29547c14f,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Electricity,256,192,1,15335,5070,5070,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,c6bca509e59ec251e77845d15018f1e4371d415713ddf20ab730abe29547c14f,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Electricity,256,336,1,15191,4926,4926,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,c6bca509e59ec251e77845d15018f1e4371d415713ddf20ab730abe29547c14f,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Electricity,256,720,1,14807,4542,4542,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,c6bca509e59ec251e77845d15018f1e4371d415713ddf20ab730abe29547c14f,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Electricity,512,96,1,15175,5166,5166,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,c6bca509e59ec251e77845d15018f1e4371d415713ddf20ab730abe29547c14f,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Electricity,512,192,1,15079,5070,5070,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,c6bca509e59ec251e77845d15018f1e4371d415713ddf20ab730abe29547c14f,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Electricity,512,336,1,14935,4926,4926,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,c6bca509e59ec251e77845d15018f1e4371d415713ddf20ab730abe29547c14f,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Electricity,512,720,1,14551,4542,4542,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,eca59887b0ae3eb1420a03dc6ec2db610b3f47b7df21ed58912a5b533dbf739b,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Traffic,256,96,1,10175,3414,3414,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,eca59887b0ae3eb1420a03dc6ec2db610b3f47b7df21ed58912a5b533dbf739b,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Traffic,256,192,1,10079,3318,3318,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,eca59887b0ae3eb1420a03dc6ec2db610b3f47b7df21ed58912a5b533dbf739b,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Traffic,256,336,1,9935,3174,3174,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,eca59887b0ae3eb1420a03dc6ec2db610b3f47b7df21ed58912a5b533dbf739b,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Traffic,256,720,1,9551,2790,2790,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,eca59887b0ae3eb1420a03dc6ec2db610b3f47b7df21ed58912a5b533dbf739b,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Traffic,512,96,1,9919,3414,3414,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,eca59887b0ae3eb1420a03dc6ec2db610b3f47b7df21ed58912a5b533dbf739b,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Traffic,512,192,1,9823,3318,3318,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,eca59887b0ae3eb1420a03dc6ec2db610b3f47b7df21ed58912a5b533dbf739b,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Traffic,512,336,1,9679,3174,3174,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,eca59887b0ae3eb1420a03dc6ec2db610b3f47b7df21ed58912a5b533dbf739b,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Traffic,512,720,1,9295,2790,2790,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,a7cde2c992691bbee21219cc4fa3bcd03be3353f134bc2268342ef21bf3bbc96,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,PEMS08,256,96,1,10362,3476,3477,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,a7cde2c992691bbee21219cc4fa3bcd03be3353f134bc2268342ef21bf3bbc96,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,PEMS08,256,192,1,10266,3380,3381,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,a7cde2c992691bbee21219cc4fa3bcd03be3353f134bc2268342ef21bf3bbc96,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,PEMS08,256,336,1,10122,3236,3237,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,a7cde2c992691bbee21219cc4fa3bcd03be3353f134bc2268342ef21bf3bbc96,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,PEMS08,256,720,1,9738,2852,2853,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,a7cde2c992691bbee21219cc4fa3bcd03be3353f134bc2268342ef21bf3bbc96,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,PEMS08,512,96,1,10106,3476,3477,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,a7cde2c992691bbee21219cc4fa3bcd03be3353f134bc2268342ef21bf3bbc96,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,PEMS08,512,192,1,10010,3380,3381,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,a7cde2c992691bbee21219cc4fa3bcd03be3353f134bc2268342ef21bf3bbc96,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,PEMS08,512,336,1,9866,3236,3237,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,a7cde2c992691bbee21219cc4fa3bcd03be3353f134bc2268342ef21bf3bbc96,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,PEMS08,512,720,1,9482,2852,2853,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,02d6239936467bb3c211e21211456a04736e4b59f3073e504643712960fcf3cf,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Solar,256,96,1,31185,10417,10417,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,02d6239936467bb3c211e21211456a04736e4b59f3073e504643712960fcf3cf,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Solar,256,192,1,31089,10321,10321,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,02d6239936467bb3c211e21211456a04736e4b59f3073e504643712960fcf3cf,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Solar,256,336,1,30945,10177,10177,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,02d6239936467bb3c211e21211456a04736e4b59f3073e504643712960fcf3cf,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Solar,256,720,1,30561,9793,9793,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,02d6239936467bb3c211e21211456a04736e4b59f3073e504643712960fcf3cf,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Solar,512,96,1,30929,10417,10417,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,02d6239936467bb3c211e21211456a04736e4b59f3073e504643712960fcf3cf,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Solar,512,192,1,30833,10321,10321,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,02d6239936467bb3c211e21211456a04736e4b59f3073e504643712960fcf3cf,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Solar,512,336,1,30689,10177,10177,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,02d6239936467bb3c211e21211456a04736e4b59f3073e504643712960fcf3cf,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Solar,512,720,1,30305,9793,9793,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,db0b78b5d32440cbeee2fc47dcd6d81f28c33b76da36aa343b28b6dff1c023c7,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Wind,256,96,1,28852,9640,9640,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,db0b78b5d32440cbeee2fc47dcd6d81f28c33b76da36aa343b28b6dff1c023c7,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Wind,256,192,1,28756,9544,9544,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,db0b78b5d32440cbeee2fc47dcd6d81f28c33b76da36aa343b28b6dff1c023c7,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Wind,256,336,1,28612,9400,9400,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,db0b78b5d32440cbeee2fc47dcd6d81f28c33b76da36aa343b28b6dff1c023c7,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Wind,256,720,1,28228,9016,9016,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,db0b78b5d32440cbeee2fc47dcd6d81f28c33b76da36aa343b28b6dff1c023c7,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Wind,512,96,1,28596,9640,9640,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,db0b78b5d32440cbeee2fc47dcd6d81f28c33b76da36aa343b28b6dff1c023c7,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Wind,512,192,1,28500,9544,9544,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,db0b78b5d32440cbeee2fc47dcd6d81f28c33b76da36aa343b28b6dff1c023c7,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Wind,512,336,1,28356,9400,9400,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,db0b78b5d32440cbeee2fc47dcd6d81f28c33b76da36aa343b28b6dff1c023c7,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Wind,512,720,1,27972,9016,9016,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,54036c36dd00e728af571e143fd1c6cd4d0634bd17fbf97e07fed324a3500568,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Weather,256,96,1,31266,10444,10445,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,54036c36dd00e728af571e143fd1c6cd4d0634bd17fbf97e07fed324a3500568,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Weather,256,192,1,31170,10348,10349,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,54036c36dd00e728af571e143fd1c6cd4d0634bd17fbf97e07fed324a3500568,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Weather,256,336,1,31026,10204,10205,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,54036c36dd00e728af571e143fd1c6cd4d0634bd17fbf97e07fed324a3500568,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Weather,256,720,1,30642,9820,9821,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,54036c36dd00e728af571e143fd1c6cd4d0634bd17fbf97e07fed324a3500568,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Weather,512,96,1,31010,10444,10445,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,54036c36dd00e728af571e143fd1c6cd4d0634bd17fbf97e07fed324a3500568,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Weather,512,192,1,30914,10348,10349,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,54036c36dd00e728af571e143fd1c6cd4d0634bd17fbf97e07fed324a3500568,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Weather,512,336,1,30770,10204,10205,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,54036c36dd00e728af571e143fd1c6cd4d0634bd17fbf97e07fed324a3500568,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Weather,512,720,1,30386,9820,9821,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,c4e3ecefc53c3ff4da545b5da15d19e3a1342e31251444a91821073000a77d7e,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,AQShunyi,256,96,1,20687,6918,6918,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,c4e3ecefc53c3ff4da545b5da15d19e3a1342e31251444a91821073000a77d7e,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,AQShunyi,256,192,1,20591,6822,6822,True,
