schema_version,generated_at,code_commit_sha,dataset_file_sha256,config_hash,validator_version,status,dataset,context_length,horizon,sampling_seed,requested_rate,selected_train_windows,effective_rate,total_train_windows,nestedness_valid,warnings
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,256,336,42,0.1,986,0.09998985904066525,9861,True,raw_coverage_much_larger_than_window_rate;high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,256,336,42,0.2,1972,0.1999797180813305,9861,True,high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,256,336,42,0.5,4930,0.49994929520332626,9861,True,high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,256,336,42,1.0,9861,1.0,9861,True,high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,256,720,42,0.0,0,0.0,9477,True,
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,256,720,42,0.005,47,0.0049593753297457,9477,True,raw_coverage_much_larger_than_window_rate
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,256,720,42,0.01,94,0.0099187506594914,9477,True,raw_coverage_much_larger_than_window_rate
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,256,720,42,0.02,189,0.019943019943019943,9477,True,raw_coverage_much_larger_than_window_rate;high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,256,720,42,0.05,473,0.04991030916956843,9477,True,raw_coverage_much_larger_than_window_rate;high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,256,720,42,0.1,947,0.099926136963174,9477,True,raw_coverage_much_larger_than_window_rate;high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,256,720,42,0.2,1895,0.19995779255038515,9477,True,high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,256,720,42,0.5,4738,0.4999472406879814,9477,True,high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,256,720,42,1.0,9477,1.0,9477,True,high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,96,42,0.0,0,0.0,9845,True,
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,96,42,0.005,49,0.004977145759268664,9845,True,raw_coverage_much_larger_than_window_rate
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,96,42,0.01,98,0.009954291518537328,9845,True,raw_coverage_much_larger_than_window_rate
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,96,42,0.02,196,0.019908583037074656,9845,True,raw_coverage_much_larger_than_window_rate;high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,96,42,0.05,492,0.0499746063991874,9845,True,raw_coverage_much_larger_than_window_rate;high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,96,42,0.1,984,0.0999492127983748,9845,True,raw_coverage_much_larger_than_window_rate;high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,96,42,0.2,1969,0.2,9845,True,high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,96,42,0.5,4922,0.4999492127983748,9845,True,high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,96,42,1.0,9845,1.0,9845,True,high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,192,42,0.0,0,0.0,9749,True,
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,192,42,0.005,48,0.004923581905836496,9749,True,raw_coverage_much_larger_than_window_rate
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,192,42,0.01,97,0.009949738434711253,9749,True,raw_coverage_much_larger_than_window_rate
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,192,42,0.02,194,0.019899476869422505,9749,True,raw_coverage_much_larger_than_window_rate;high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,192,42,0.05,487,0.049953841419632786,9749,True,raw_coverage_much_larger_than_window_rate;high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,192,42,0.1,974,0.09990768283926557,9749,True,raw_coverage_much_larger_than_window_rate;high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,192,42,0.2,1949,0.1999179403015694,9749,True,high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,192,42,0.5,4874,0.49994871268848085,9749,True,high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,192,42,1.0,9749,1.0,9749,True,high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,336,42,0.0,0,0.0,9605,True,
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,336,42,0.005,48,0.004997397188964081,9605,True,raw_coverage_much_larger_than_window_rate
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,336,42,0.01,96,0.009994794377928162,9605,True,raw_coverage_much_larger_than_window_rate
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,336,42,0.02,192,0.019989588755856325,9605,True,raw_coverage_much_larger_than_window_rate;high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,336,42,0.05,480,0.04997397188964081,9605,True,raw_coverage_much_larger_than_window_rate;high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,336,42,0.1,960,0.09994794377928162,9605,True,raw_coverage_much_larger_than_window_rate;high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,336,42,0.2,1921,0.2,9605,True,high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,336,42,0.5,4802,0.49994794377928164,9605,True,high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,336,42,1.0,9605,1.0,9605,True,high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,720,42,0.0,0,0.0,9221,True,
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,720,42,0.005,46,0.004988612948704045,9221,True,raw_coverage_much_larger_than_window_rate
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,720,42,0.01,92,0.00997722589740809,9221,True,raw_coverage_much_larger_than_window_rate;high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,720,42,0.02,184,0.01995445179481618,9221,True,raw_coverage_much_larger_than_window_rate;high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,720,42,0.05,461,0.049994577594620976,9221,True,raw_coverage_much_larger_than_window_rate;high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,720,42,0.1,922,0.09998915518924195,9221,True,raw_coverage_much_larger_than_window_rate;high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,720,42,0.2,1844,0.1999783103784839,9221,True,high_window_overlap
1.0,2026-09-20T11:53:36.910358+00:00,1f59f317f6bf1128dd89b7e15750d6c629bb719c,876035eacc24fdea96a472e83e80c8d1f19356e86f4b759c79ad66a29264f2d0,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ETTh1,512,720,42,0.5,4610,0.49994577594620976,9221,True,high_window_overlap
